,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,asset_return,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor,macro_factor
,上证50,沪深300,中证500,中证1000,恒生指数,中债国债,中债企业债,中证转债,布伦特原油,沪金,标普500,美元兑人民币,增长因子,通胀因子,利率因子,信用因子,汇率因子,地缘因子,流动性因子
2022-04-22,-4.054758,-4.280026,-5.585137,-6.302221,-4.173428,-0.215437,0.069232,-1.212931,-5.111277,0.241195,-2.788844,1.121109,-3.210706,4.182988,0.140706,-0.902310,0.893130,-4.218320,0.261410
2022-04-29,-0.312877,0.074500,-1.989390,-2.706357,2.161089,0.020018,0.124553,0.035512,0.776005,-0.241195,-3.328590,2.692407,-3.517669,0.871276,0.019811,-0.688463,1.704418,0.138020,-0.595112
2022-05-06,-3.097931,-2.711213,-1.146097,0.525238,-5.293980,0.095819,0.110553,-0.289539,6.354821,-0.548542,-0.208118,0.441272,-4.007380,2.205671,-0.007264,-0.316454,0.677579,6.137742,2.361133
2022-05-13,1.041561,2.020603,4.103046,5.188147,-0.517240,0.214138,0.250193,1.567165,-1.749108,-0.981010,-2.441441,1.953858,-0.224540,-1.957832,-0.127699,-0.040854,0.864470,-0.853807,0.648508
2022-05-20,2.149222,2.206829,2.263165,3.109684,4.030828,0.128815,0.249382,0.981719,1.367986,-0.622461,-3.092383,-1.093508,2.472372,5.948862,-0.088337,-0.368373,-1.357679,1.589959,-0.159115
2022-05-27,-1.610873,-1.888952,-0.499992,-0.855400,-0.096010,0.381878,0.190930,-0.243285,2.378035,1.241071,6.376673,0.382161,2.357334,-4.631911,-0.404266,0.360945,-1.445200,2.048752,0.563505
2022-06-03,0.981175,2.182028,2.980932,3.680799,1.841961,-0.256371,-0.047558,0.295341,4.725288,-0.788900,-1.202422,-1.173409,-0.375147,5.413477,0.323989,-1.258511,0.461216,5.753834,0.323727
2022-06-10,3.841070,3.588664,2.624943,2.828105,3.376770,0.046962,0.020565,1.456432,0.692387,-0.361573,-5.187067,0.473409,0.461884,-4.130625,0.006502,0.070226,1.948777,-0.489037,-1.177413
2022-06-17,1.255067,1.639009,1.213833,2.193562,-3.410591,0.010470,0.127538,0.960108,-6.911609,0.261267,-5.968745,0.188140,-4.735045,5.133694,0.029965,-0.410117,0.526691,-6.081438,-1.762463
2022-06-24,1.304512,1.969958,0.819487,2.289776,3.010267,-0.042658,0.121887,0.246436,-4.160715,-1.247144,6.247267,-0.091043,-5.222630,1.418992,0.117391,-0.773493,-0.488291,-3.855580,0.015230
2022-07-01,2.342789,1.623826,1.097161,0.902581,0.645875,-0.062586,0.050034,1.015554,2.268082,-1.201170,-2.233753,0.013441,-2.664815,3.419240,0.125535,-0.170192,0.907661,2.089748,-0.439587
2022-07-08,-1.721078,-0.852953,-0.531015,0.089802,-0.614939,-0.037460,0.087870,0.178991,-3.961548,-3.107381,1.917278,0.034328,-2.510757,1.345795,0.165696,-0.932234,1.762952,-3.170578,0.647086
2022-07-15,-5.278781,-4.155204,-3.295831,-2.136262,-6.799091,0.423987,0.247628,-0.780356,-6.258057,-0.975461,-0.933206,0.813041,-6.037420,5.033142,-0.362752,0.553338,0.976430,-5.324308,2.014977
2022-07-22,0.317942,-0.242566,1.485379,2.618088,1.522600,0.149782,0.233612,0.555970,-2.057789,0.693928,2.517005,0.153841,2.272951,-5.156101,-0.126932,-0.307429,-1.238429,-2.106253,0.766914
2022-07-29,-1.989406,-1.620618,0.072809,1.170672,-2.220731,0.225513,0.242290,1.062563,5.226139,2.656045,4.169210,-0.293089,4.616308,-0.234634,-0.214645,0.116118,-0.780705,4.966977,1.484809
2022-08-05,-0.646494,-0.316825,-0.375706,-0.386150,0.225128,0.289816,0.288017,-0.336326,-9.462700,1.286688,0.360098,0.029642,0.850136,-2.128813,-0.236955,0.722183,0.677587,-8.630005,-0.134531
2022-08-12,0.809665,0.820339,2.369312,1.939213,-0.130369,-0.034447,0.021700,1.160500,3.636387,0.030678,3.203942,-0.062262,2.413801,-2.154032,0.086435,-1.418922,-0.932874,2.878695,0.101005
2022-08-19,-1.667739,-0.960854,-0.454820,0.077023,-2.015596,0.588668,0.273238,-0.295921,-2.447837,-0.939939,-1.214545,0.606141,-0.093365,-1.172080,-0.799967,1.629521,2.376165,-2.160366,0.785596
2022-08-26,0.034822,-1.054133,-1.471127,-3.577341,1.987935,-0.254412,-0.062368,-1.428443,3.149380,0.955274,-4.123615,0.934514,-0.454864,-1.966791,0.250428,-0.850102,0.580732,2.863263,-0.853295
2022-09-02,-1.476362,-2.064551,-2.393260,-2.956571,-3.624377,0.253272,0.111455,-1.311258,-6.023842,-2.133621,-3.342863,0.831774,-4.712334,1.795529,-0.309850,1.357523,0.668711,-5.567868,0.668148
2022-09-09,1.693346,1.729020,2.688107,1.997845,-0.462923,0.001248,0.144143,1.175169,-0.821182,1.682800,3.581637,0.735830,3.000105,-1.018232,0.014221,-0.254093,-0.485059,-0.652066,-0.354604
2022-09-16,-2.926584,-4.014857,-5.909207,-6.457498,-3.150832,-0.154983,0.073868,-2.027292,-2.082952,-1.531487,-4.887954,0.523317,-1.163836,-6.098250,0.175790,-0.950802,0.694830,-1.886330,0.011160
2022-09-23,-1.817135,-1.968607,-1.095948,-1.830501,-4.515932,0.111549,0.053709,-0.371275,-5.382108,1.047673,-4.761321,1.188392,-3.931592,2.756474,-0.025318,0.908102,3.077166,-4.926233,-0.097035
2022-09-30,-0.751617,-1.335006,-3.025809,-3.825090,-4.042182,-0.390231,-0.090750,-1.479171,-0.105269,0.817002,-2.956997,0.666174,0.449138,1.940994,0.559460,-0.879783,-0.949809,-0.381322,-0.502421
2022-10-14,-0.979140,0.982962,4.439248,4.494984,-6.716395,0.427477,0.218484,2.074498,-7.176831,0.408560,-1.567025,0.763070,0.288202,-2.069235,-0.380065,1.046894,0.451104,-6.801556,1.222329
2022-10-21,-3.843762,-2.625655,-0.277579,0.402983,-2.296337,0.040813,0.141882,-1.090875,1.950436,-1.272008,4.626891,0.643714,1.994884,0.931288,0.068112,-0.283718,-1.153923,2.046238,1.516503
2022-10-28,-6.661106,-5.535648,-2.983249,-3.036693,-8.681849,0.257196,0.052215,-1.759023,0.886711,1.363704,3.875942,0.167550,0.320167,-1.385695,-0.238475,0.776208,-1.203539,1.732934,2.149349
2022-11-04,5.896497,6.182302,5.904498,7.257676,8.373066,-0.092267,0.026325,2.296164,4.736088,-0.505374,-3.402743,1.003537,5.174182,2.301046,0.124138,-0.620817,0.189573,4.320483,-0.222348
2022-11-11,1.996446,0.562868,0.084061,-0.990982,6.957904,-0.090509,-0.144826,-0.117483,-2.902334,3.992907,5.730439,-1.586311,4.654629,2.669785,0.260098,-0.531269,-4.227729,-2.503674,-0.955770
2022-11-18,1.131990,0.345982,0.860116,0.224314,3.776864,-0.417672,-0.764143,-2.499572,-8.735320,0.171961,-0.693366,-0.414170,-4.677122,-4.103563,0.670125,3.094472,0.600320,-8.084227,-0.090541
2022-11-25,-0.082493,-0.680795,-1.690483,-2.220786,-2.356065,0.136464,0.159059,0.600828,-4.558164,0.044171,1.521154,-0.082479,0.058144,-0.980676,-0.091933,1.253241,-0.911276,-3.840694,-1.096112
2022-12-02,2.713712,2.489351,1.308028,2.552762,6.080783,-0.182211,-0.324494,1.464329,1.667790,0.518770,1.125743,-1.502069,5.613865,-3.497268,0.349929,0.855498,-1.339620,1.436354,-0.285632
2022-12-09,3.462811,3.235583,0.393000,-0.002500,6.355903,-0.094447,-0.580746,-0.414079,-10.633851,-1.539665,-3.430731,-1.104939,-0.746085,2.937154,0.192364,3.615251,0.248371,-9.221128,-1.820872
2022-12-16,-0.683929,-1.107013,-1.947659,-2.438625,-2.288198,0.052548,-0.336787,-2.119215,2.943846,-0.138896,-2.106730,0.084656,-2.648258,-4.153056,-0.035777,2.440079,-0.105008,2.200642,-0.534630
2022-12-23,-2.730513,-3.238545,-5.231195,-5.659016,0.729385,0.280371,0.197284,-2.020837,6.841843,0.963327,-0.195917,0.154779,1.251898,-4.560533,-0.337879,2.249842,-0.373188,5.915314,-0.188235
2022-12-30,0.737712,1.127696,1.739339,1.943036,0.956724,0.055632,0.181023,1.075389,1.712451,0.959005,-0.138466,-0.285382,-1.164780,-4.300803,-0.053994,0.173567,-0.760241,2.024052,0.195892
2023-01-06,2.931030,2.782852,2.498143,3.422334,5.938170,0.101135,0.297503,2.091757,-9.278981,-0.287714,1.437209,-1.178815,2.550545,1.914068,-0.027397,-1.393834,0.347156,-7.879345,-0.509895
2023-01-13,2.680589,2.321269,0.743551,0.264145,3.496793,-0.082398,0.014718,0.184387,8.531925,1.377392,2.635262,-2.110314,5.763884,-6.989324,0.218154,-0.999479,-1.630471,7.176434,-1.217815
2023-01-20,1.758565,2.595864,3.148234,3.309989,1.397770,-0.027373,-0.012180,2.076864,2.510689,1.974501,-0.664352,0.562399,2.040847,-0.949795,0.147353,-0.128732,-0.186078,2.415169,-0.044067
2023-02-10,-1.017047,-0.856510,-0.148825,0.723993,-2.193979,0.040886,0.251221,-0.304696,7.979211,-2.067294,-1.118776,0.713480,-0.602132,-0.813361,0.002558,-0.874103,0.687487,7.765125,0.665309
2023-02-17,-1.187852,-1.764070,-1.540750,-1.543623,-2.245890,0.076739,0.304113,-1.641742,-3.892001,-0.121800,-0.278348,1.173091,1.234704,2.748837,-0.017497,-1.332434,0.221701,-3.221937,0.231239
2023-02-24,0.488839,0.655646,1.644765,1.104390,-3.485620,-0.043890,0.105083,0.643169,-0.361446,0.699541,-2.709777,0.687166,-2.690784,-0.855793,0.121551,-1.665610,1.291450,-0.064542,-0.024788
2023-03-03,1.705500,1.697024,0.777215,0.332299,2.747996,0.014090,0.157395,0.555721,3.719927,0.588862,1.886355,0.098398,0.935772,3.378440,0.041073,-1.545369,-0.657994,3.016842,-1.440760
2023-03-10,-5.106326,-4.036664,-2.944489,-2.464719,-6.257737,0.212955,0.253777,-1.211299,-3.973719,0.283538,-4.656069,0.717722,-1.133413,-0.462770,-0.234065,-0.147821,0.057394,-3.651159,1.305504
2023-03-17,-0.296222,-0.209842,-0.350579,-0.915168,1.023066,0.111115,0.250091,0.044666,-13.366970,3.693307,1.415508,-0.953757,-1.147373,2.526528,-0.146765,-1.311504,-0.835381,-11.251913,-1.326661
2023-03-24,0.935053,1.708736,2.031786,1.934520,2.014002,0.013773,0.175404,0.825205,3.064591,1.892078,1.378132,-1.153421,2.604856,-0.255666,0.034838,-0.781917,-0.570515,2.786916,0.054652
2023-03-31,0.324917,0.591239,0.469885,0.114321,2.403298,0.098352,0.168488,0.024602,6.842933,0.113392,3.423971,0.759750,0.356114,-0.895900,-0.042414,-0.131546,-0.593301,6.196726,0.143692
2023-04-07,0.858166,1.770347,1.947035,2.400943,-0.338374,0.044502,0.154873,0.971844,6.133912,1.377593,-0.104453,0.065476,-1.245094,2.324957,0.015399,-0.878062,-0.675383,5.477834,-0.668780
2023-04-14,-0.218313,-0.761536,-0.517963,-0.324199,0.527899,0.163435,0.184187,0.002436,1.867468,0.819312,0.791499,-0.103322,1.895691,-2.025119,-0.186764,-0.314746,-0.265523,2.052981,-0.126705
2023-04-21,-0.929877,-1.463046,-2.847212,-3.575690,-1.792397,0.079923,0.182137,-1.237837,-5.881948,-1.902688,-0.099626,0.062586,-2.542108,-4.463584,-0.073541,-0.962211,0.265523,-4.632469,-0.676179
2023-04-28,0.883207,-0.086359,-0.148914,-0.743986,-0.906479,0.270510,0.165443,0.817955,-1.657018,0.347418,0.866197,0.727835,-1.230963,2.469339,-0.250535,0.572773,-0.147429,-1.761224,1.110572
2023-05-05,0.276565,-0.303482,-0.653733,-1.041382,0.774796,0.241844,0.183794,-0.519966,-6.211420,3.077985,-0.800174,-0.240088,-0.039627,2.843112,-0.236667,0.106397,-0.453470,-5.893714,1.016542
2023-05-12,-2.040092,-1.989219,-1.772387,-1.784924,-2.127639,0.206922,0.235492,-0.973592,-1.604956,-1.411912,-0.294660,0.606349,-3.570095,-0.312692,-0.162446,0.210617,1.441980,-1.344540,0.648401
2023-05-19,0.092623,0.171980,0.416702,1.010386,-0.904202,0.011804,0.085830,0.892411,1.896424,-0.863071,1.633019,1.250123,0.589563,1.915464,0.090297,-0.624402,0.505146,1.504230,0.384264
2023-05-26,-2.841400,-2.401221,-1.351231,-0.850415,-3.684690,0.186482,0.106893,-0.515688,2.068678,-0.474741,0.320818,0.599474,0.169571,-1.393866,-0.064343,0.395726,0.973926,1.842383,1.549833
2023-06-02,-0.628550,0.282207,1.157078,1.212691,1.077124,0.194116,0.101467,0.481227,-1.264932,1.514843,1.812527,0.220174,0.598319,-1.000783,-0.103776,0.770554,-0.182493,-0.494808,-0.218025
2023-06-09,0.013995,-0.652880,-1.578845,-1.992393,2.295423,0.162777,0.128294,-0.113312,-1.587335,0.008843,0.384322,0.256261,0.921505,-0.026074,-0.160264,0.641671,-0.443202,-0.625429,-1.091192
2023-06-16,2.215393,3.247648,2.277358,2.635119,3.299375,-0.016786,0.064887,0.773380,1.666044,-0.407603,2.543184,0.122273,3.042162,-2.206484,0.031918,-0.236510,-1.224143,2.789211,1.261979
2023-06-23,-3.197149,-2.537868,-2.589630,-1.824886,-5.911765,0.007544,-0.013856,-0.953465,-2.482703,-0.146611,-1.398980,0.819676,-0.888184,-0.530491,0.007411,0.447145,0.584795,-2.546486,1.052285
2023-06-30,-1.076683,-0.560049,0.131498,0.815642,0.139982,0.220267,0.104477,0.224439,1.069672,-0.276034,2.319758,1.015925,-1.219596,-0.268641,-0.192186,0.940439,0.009720,1.302584,0.556250
2023-07-07,-0.103059,-0.436951,-0.620771,-1.228502,-2.954612,0.088903,0.157622,0.096034,3.886770,0.493652,-1.162354,-0.035862,-0.478155,-2.190146,-0.073050,0.065674,-0.623851,3.582282,-0.269055
2023-07-14,2.318885,1.900533,1.149317,0.352552,5.549833,0.023987,0.129505,0.427341,1.837938,0.702905,2.391518,-1.377873,2.799974,-1.774381,-0.052705,-0.751360,-2.334652,1.470011,-0.991600
2023-07-21,-1.528376,-1.999623,-1.754674,-2.209937,-1.759076,0.257882,0.182027,-0.176609,1.545395,1.160639,0.683939,0.369941,-1.076465,-0.175596,-0.266582,0.106262,1.154353,1.345668,0.829672
2023-07-28,5.343797,4.372691,1.965462,0.994180,4.315928,-0.083843,0.021573,1.336410,4.189982,-0.655310,1.006529,-0.047386,2.118669,-1.274387,0.119015,-0.377295,0.542705,3.415059,-2.420622
2023-08-04,0.068468,0.694871,1.401821,1.076045,-1.911564,0.089177,0.121510,0.377195,1.996074,-0.417262,-2.300261,-0.143697,-1.264820,2.553708,-0.070908,0.306569,0.392845,2.424411,0.070601
2023-08-11,-3.064668,-3.449498,-3.574665,-3.593654,-2.404747,0.070788,0.189562,-1.060239,0.787406,0.254956,-0.312679,0.721970,-2.153590,3.251472,-0.025191,-0.759818,0.800551,0.582209,0.829449
2023-08-18,-2.415887,-2.614824,-2.319004,-3.019580,-6.075102,0.363339,0.227142,-0.344504,-2.180463,-0.101026,-2.135975,0.906514,-0.200122,-0.654985,-0.379678,0.339367,0.523715,-2.203435,0.708184
2023-08-25,-0.891109,-1.997943,-3.461651,-3.969800,0.030807,0.049043,0.183409,-1.278390,-0.709810,0.744312,0.820478,-0.053577,0.006759,1.179619,-0.131263,-1.010664,0.674836,-0.843981,-0.353503
2023-09-01,1.870276,2.195607,2.993354,3.807713,2.342970,-0.181889,0.007739,1.050513,5.339840,0.859978,2.467430,-0.269729,-0.020166,2.710157,0.241695,-0.517108,0.153606,4.940357,-0.711832
2023-09-08,-0.486322,-1.367561,-0.736166,-0.077185,-0.983992,-0.301175,-0.288646,-1.169575,1.762652,0.942652,-1.298984,0.972259,-1.841781,0.409102,0.513883,0.540040,0.812118,1.749918,0.411812
2023-09-15,-0.198215,-0.838157,-0.069393,-0.384598,-0.105434,0.115315,0.131194,-0.333135,3.893145,0.615019,-0.160992,-0.710781,1.667568,0.755610,-0.037339,0.628574,0.218624,3.135710,0.127839
2023-09-22,1.421432,0.809810,-0.102530,-0.397809,-0.692270,-0.094459,0.073124,0.141842,-1.748878,0.161668,-2.970666,0.419686,-0.842333,-1.802196,0.177727,-0.855140,0.246565,-1.702599,-0.691751
2023-09-29,-1.735765,-1.330472,-0.141305,0.395868,-1.381728,0.000370,0.052004,0.411942,-0.346959,-2.361451,-0.743727,-0.090370,0.240675,0.252715,0.076126,0.040428,0.557259,-0.209882,1.072537
2023-10-20,-4.096429,-4.261058,-3.793652,-5.189106,-3.666607,-0.078110,0.011638,-2.715854,1.790245,4.672383,-2.423420,0.132765,-0.018419,0.200260,0.163551,-1.081501,-0.460503,1.492873,0.362523
2023-10-27,1.069631,1.464643,1.252377,2.435464,1.310955,0.186539,0.072959,1.432868,-3.646783,0.062916,-2.560582,0.050591,1.506359,1.157416,-0.039138,1.261714,0.376076,-2.996947,1.012856
2023-11-03,0.908030,0.608718,0.333201,0.950213,1.513819,0.230975,0.194867,-0.575260,-4.533452,0.255449,5.687658,-0.010939,1.087114,1.421767,-0.222639,-0.118957,-1.455741,-3.934041,-0.411310
2023-11-10,-0.945140,0.065629,1.132204,1.913400,-2.643639,0.079151,0.191385,0.534822,-4.306513,-1.440692,1.297103,-0.435722,-0.638697,-0.122073,-0.091306,-1.356153,0.796670,-3.545692,0.737744
2023-11-17,-0.657204,-0.514918,1.041071,1.801350,1.448066,0.101989,0.228490,-0.101169,-1.307853,0.440306,2.212587,-0.568740,3.795248,-2.107912,-0.094633,-0.913361,-1.945884,-1.021877,0.937084
2023-11-24,-0.299965,-0.846041,-1.089153,-1.361344,0.601088,-0.176037,0.087581,-1.045479,-0.485528,-1.605417,0.998973,-2.166654,0.940368,-0.811184,0.250872,-1.574851,-0.405365,-0.084698,-0.063569
2023-12-01,-1.645444,-1.570431,-0.063786,0.239175,-4.240967,0.087768,0.067780,-0.020459,-1.041219,2.098454,0.771036,-0.146884,1.734023,-1.393194,-0.062248,-0.276920,-0.125809,-0.431832,0.801645
2023-12-08,-3.036760,-2.424264,-1.245021,-2.091974,-2.990948,0.039363,0.045669,-0.212507,-4.725288,-0.121979,0.211767,1.032053,-1.919380,-1.086123,-0.001870,-0.087335,0.714018,-3.668508,0.647044
2023-12-15,-1.606463,-1.718181,-0.880623,-0.862324,2.764242,0.301827,0.198194,-0.565467,1.665066,0.054699,2.463128,-1.150845,0.906218,-0.702552,-0.352167,0.893500,-1.413655,1.612031,0.423732
2023-12-22,1.116715,-0.129485,-2.566629,-3.726259,-2.727272,0.211308,0.211761,-0.706168,2.541857,0.854455,0.748169,1.006665,0.126727,0.264199,-0.298818,-0.737725,-0.832324,2.122253,-1.367938
2023-12-29,2.422348,2.774330,2.188708,2.638895,4.235605,0.276360,0.330198,1.432977,-2.359992,0.449420,0.319183,-0.442250,0.810049,-0.058993,-0.211110,-0.168340,-0.364474,-2.888801,-0.653241
2024-01-05,-2.508886,-3.017852,-2.751674,-3.657334,-3.049787,0.140861,0.158091,-0.801587,2.359992,0.141067,-1.533553,0.042207,-1.134058,-2.509256,-0.121621,-1.268163,1.060186,1.512341,-0.150318
2024-01-12,-1.390736,-1.359226,-1.443439,-1.801174,-1.774005,0.031333,0.199653,-0.002580,-0.725148,-0.332240,1.826635,-0.097098,-1.011553,-2.266315,-0.035032,-1.603781,-0.009767,-0.031287,0.571768
2024-01-19,0.282676,-0.439156,-3.672826,-4.917731,-5.933868,0.116243,0.156324,-1.489132,0.318695,-0.087396,1.163398,0.167392,1.498185,-0.456891,-0.177789,-0.186825,0.865385,1.546673,-1.535783
2024-01-26,3.108427,1.939761,0.172415,-0.703830,4.117806,0.227519,0.182127,0.183112,5.473017,-0.341995,1.051522,-0.477594,1.604445,2.626398,-0.250300,0.025221,0.174115,4.602444,-2.393670
2024-02-02,-3.757991,-4.735488,-9.681293,-14.145142,-2.659579,0.321908,0.280934,-2.241168,-6.973334,1.266181,1.373474,0.104449,-0.705751,0.921412,-0.509257,-0.540454,0.433963,-5.811458,-2.692730
2024-02-09,5.395241,5.664295,12.101223,8.752361,1.362029,-0.019284,0.143355,1.359157,5.602369,-0.264365,1.362034,0.260644,-2.205322,1.301317,0.084909,-0.599159,0.153850,4.018560,0.515552
2024-03-01,-0.765764,1.367839,3.429288,3.317494,-0.818968,0.034771,0.186106,-0.217133,3.264602,1.005451,0.944283,-0.084833,1.378687,0.046183,-0.226274,-1.227180,-0.076999,3.612124,1.121838
2024-03-08,0.467837,0.200658,-0.549055,-0.586078,-1.433101,0.341709,0.120410,-0.459079,-1.667712,4.541828,-0.260997,0.070931,0.543532,0.696178,-0.329633,0.440777,-1.084234,-2.184509,-0.864750
2024-03-15,0.042404,0.705086,1.935520,3.391717,2.222350,-0.197037,-0.047713,0.567705,3.919259,0.370648,-0.128898,-0.001386,4.205603,0.492760,0.437660,-1.164476,0.669355,3.470663,1.543026
2024-03-22,-0.993508,-0.702491,-1.283934,0.721716,-1.333046,0.202580,0.142519,0.687801,-0.505141,0.846533,2.262434,0.083390,-2.316610,-0.064760,-0.151600,0.377730,0.962194,0.064910,-0.008804
2024-03-29,0.486415,-0.212298,-1.844444,-2.802085,0.253922,0.096394,0.096242,-0.491541,2.431625,3.606515,0.384610,0.392380,-0.127896,1.607172,-0.127203,-0.107720,0.114846,2.181887,-1.824330
2024-04-05,0.629464,0.853426,1.659095,1.090579,1.097249,0.104189,0.122364,0.763294,4.330168,1.905317,-0.956346,0.102349,5.051321,1.478013,-0.051660,-0.400991,-0.239406,3.369391,-0.151077
2024-04-12,-2.336471,-2.611411,-1.828397,-2.992134,-0.013341,0.385983,0.298925,0.337381,-0.784578,5.213317,-1.567260,0.027642,0.055268,-0.188882,-0.109568,0.107057,1.654500,-0.467162,0.643545
2024-04-19,2.353464,1.876022,0.710873,-1.403001,-3.020630,0.239225,0.250711,-0.191554,-3.121204,-0.386372,-3.095793,0.011057,4.027287,1.690818,-0.339740,-0.806555,0.103681,-2.882789,-1.727737
2024-04-26,1.278480,1.195844,1.071481,2.838100,8.430062,-0.163940,0.056288,0.466748,0.763928,-2.443838,2.637035,0.026248,0.774220,-1.182796,0.338633,-0.915447,-0.198028,0.768803,1.142740
2024-05-03,0.096953,0.559911,1.276598,1.493462,4.566733,-0.090491,-0.063573,0.472178,-6.160477,-0.920230,0.544209,-0.002760,-0.198571,0.762318,0.082085,0.017802,-0.862691,-5.043310,-0.082328
2024-05-17,0.619783,0.318426,-0.788974,-0.197550,3.063430,0.062594,0.118439,-0.022364,1.463207,0.614425,1.531290,-0.023552,5.381642,2.018639,-0.033752,0.020725,-0.819990,0.929340,0.100589
2024-05-24,-1.990465,-2.101749,-3.303090,-3.906249,-4.951771,0.183074,0.134062,-0.346034,-2.593162,-1.854718,0.027342,0.338900,-2.801238,-1.072286,-0.171041,-0.506894,0.258167,-2.017291,-0.301218
2024-05-31,-0.495969,-0.600163,-0.092544,0.095336,-2.885744,0.128090,0.155062,0.064817,-0.735838,0.428312,-0.514268,-0.110534,-2.917862,-1.277580,-0.057001,-0.412499,-0.047761,0.731996,0.102891
2024-06-07,-0.200267,-0.162454,-1.893279,-3.837694,1.576818,0.212343,0.170826,-1.052219,-2.202814,0.972165,1.307948,0.146434,-3.018418,1.578699,-0.203706,0.063648,0.209965,-0.963067,-1.317445
2024-06-14,-1.259209,-0.915763,0.078929,0.523775,-2.342089,0.060456,0.110077,0.103206,3.850902,-2.488470,1.569994,0.103475,-0.816829,-2.202579,-0.193847,-0.452249,0.627263,2.915331,0.544505
2024-06-21,-1.141954,-1.304893,-2.147624,-2.448700,0.482293,0.135616,0.089985,-2.226017,1.930631,2.032157,0.606084,0.103374,-1.555480,-0.712290,-0.134368,0.407954,0.236575,2.248308,-0.657757
2024-06-28,-0.170302,-0.976338,-3.176877,-3.202784,-1.733951,0.354785,0.117980,0.461989,0.745433,-1.479429,-0.075791,0.111522,0.351751,-0.176490,-0.388243,1.269593,0.066140,2.194480,-1.208969
2024-07-05,-0.371104,-0.887783,-1.560163,-1.755375,0.456105,-0.023425,0.083847,-0.446555,2.353324,1.465135,1.935373,-0.019266,3.738981,-4.478514,0.278867,-0.458250,-0.939514,3.512191,-0.539470
2024-07-12,1.109246,1.197674,1.085255,1.387726,2.736270,0.064569,0.090554,-0.193097,-1.906369,1.574221,0.861351,-0.151511,-0.277535,3.874514,-0.087211,-0.408370,-0.756094,-0.702825,-0.056542
2024-07-19,1.814315,1.900244,-0.966385,-1.167029,-4.905341,0.112771,0.110907,-1.242123,-3.086702,-0.458361,-1.984717,0.056503,-4.438168,2.330514,-0.046126,-0.169910,0.297382,-4.064688,-1.314011
2024-07-26,-4.218072,-3.734378,-2.824291,-2.506415,-2.301964,0.389766,0.210299,-1.554129,-3.560586,-1.524083,-0.837281,-0.397544,-1.668722,1.322470,-0.484832,0.713764,-0.076659,-2.350127,1.408063
2024-08-02,-0.493762,-0.733066,1.096894,2.266904,-0.446325,0.384260,0.187812,0.628767,-2.759410,2.945185,-2.083058,0.175502,-0.268422,0.886931,-0.498569,0.174144,-1.069736,-2.062059,1.175135
2024-08-09,-1.103598,-1.571350,-1.436696,-2.252763,0.850405,-0.213373,-0.015679,-0.713609,2.420192,-2.351308,-0.044897,-0.958636,-2.128600,0.293558,0.279342,-0.765070,-0.067846,2.216161,0.253577
2024-08-16,1.160458,0.419544,-1.063425,-1.006463,1.969508,-0.045671,-0.009723,-2.348250,0.150905,1.247756,3.855900,-0.004181,2.357736,1.110205,0.125849,-0.267410,-0.661481,1.514460,-1.467908
2024-08-23,0.439578,-0.552781,-2.895505,-3.503956,1.038413,0.161082,-0.071979,-1.007063,-1.851670,0.848890,1.436451,-0.405088,2.033995,-0.820392,-0.244307,1.610174,-1.712807,-2.688042,-0.979176
2024-08-30,-0.859768,-0.173239,2.223822,2.936779,2.117819,-0.011090,-0.086535,1.826485,-1.405115,0.258146,0.244439,-0.686807,-0.688507,-3.324292,0.120794,1.501851,0.968287,-1.031299,3.043916
2024-09-06,-3.116384,-2.749725,-2.215734,-2.650582,-3.075135,0.472700,0.159797,-0.048491,-7.421783,-0.066217,-4.341532,-0.059210,-2.529380,-1.705720,-0.477032,1.004068,-0.512616,-6.503073,1.202711
2024-09-13,-2.584443,-2.256506,-1.924648,-2.130707,-0.432082,0.358168,0.028628,-1.758795,-0.055944,1.710980,3.944528,0.356141,2.838979,2.308846,-0.535921,1.728168,-0.069207,0.421465,0.490088
2024-09-20,1.236536,1.314517,1.059998,1.130385,4.994237,0.031110,0.046028,-0.117994,3.329514,1.199129,1.351114,-0.699404,2.463159,-3.485572,-0.235552,0.317694,-0.386464,2.645968,-0.619273
2024-09-27,14.086693,14.584939,14.525940,14.045948,12.222330,-0.457573,-0.088186,5.090471,-2.646346,1.478969,0.622692,-0.824104,4.419031,0.791487,1.078407,0.565108,-0.298303,-1.933152,-2.647750
2024-10-04,6.923609,8.141991,9.904055,10.565297,9.713002,-0.134687,-0.286688,2.458887,8.110028,-0.451453,0.224556,0.513736,-0.573356,-2.978263,0.182791,2.384168,2.069650,6.551779,-0.900547
2024-10-18,0.056841,0.974535,3.046038,5.960393,-2.129946,0.209912,0.474897,2.861823,-7.438127,3.564877,0.850029,0.604097,-2.197232,-2.351387,-0.073336,-4.006200,0.581452,-6.505295,1.456760
2024-10-25,0.052672,0.791386,2.963926,3.846745,-1.033781,-0.245545,-0.142543,1.490798,3.068468,0.910135,-0.968924,-0.060388,-2.192332,-1.129947,0.387778,0.465226,0.741283,2.216503,1.729208
2024-11-01,-1.191798,-1.692553,0.380260,-0.750553,-0.407431,0.228239,-0.002030,-0.543881,-3.397011,0.797173,-1.375091,-0.002807,-2.285393,-0.573465,-0.225746,2.010266,0.019178,-3.175751,2.204469
