日期,国开债_3Y,中短期票据AA_3Y,企业债AA财富_3-5年,国开债总财富_3-5年,利差_AA中票减国开_bp
2023-12-11,2.5713,3.2886,278.5870,226.7853,71.7300
2023-12-12,2.5438,3.2982,278.6298,226.8601,75.4400
2023-12-13,2.5063,3.2789,278.7385,227.1462,77.2600
2023-12-14,2.5037,3.2670,278.8730,227.2064,76.3300
2023-12-15,2.4713,3.2401,279.0080,227.3291,76.8800
2023-12-18,2.4663,3.2113,279.1869,227.4522,74.5000
2023-12-19,2.4863,3.2080,279.2916,227.3587,72.1700
2023-12-20,2.4963,3.2036,279.3873,227.3324,70.7300
2023-12-21,2.4663,3.2016,279.4912,227.3448,73.5300
2023-12-22,2.4663,3.1737,279.6468,227.5488,70.7400
2023-12-25,2.4463,3.1620,279.8375,227.7009,71.5700
2023-12-26,2.4139,3.1443,279.9771,228.0286,73.0400
2023-12-27,2.3613,3.1343,280.1456,228.2226,77.3000
2023-12-28,2.3513,3.1196,280.3724,228.3912,76.8300
2023-12-29,2.3413,3.0921,280.6093,228.3031,75.0800
2023-12-31,2.3413,3.0921,280.6784,228.3763,75.0800
2024-01-02,2.4019,3.0816,280.8420,228.1683,67.9700
2024-01-03,2.4069,3.0819,280.9014,228.0510,67.5000
2024-01-04,2.4069,3.0759,281.0461,228.1792,66.9000
2024-01-05,2.3919,3.0595,281.1828,228.2645,66.7600
2024-01-08,2.3994,3.0390,281.4024,228.3074,63.9600
2024-01-09,2.3901,3.0090,281.5827,228.3818,61.8900
2024-01-10,2.4101,3.0078,281.6874,228.3201,59.7700
2024-01-11,2.4101,3.0064,281.7932,228.2745,59.6300
2024-01-12,2.4154,2.9914,281.8547,228.2103,57.6000
2024-01-15,2.4059,3.0041,281.9830,228.2513,59.8200
2024-01-16,2.4156,3.0089,282.0588,228.2130,59.3300
2024-01-17,2.4163,2.9868,282.1631,228.3025,57.0500
2024-01-18,2.4066,2.9798,282.2777,228.4290,57.3200
2024-01-19,2.3869,2.9745,282.3907,228.5351,58.7600
2024-01-22,2.3832,2.9507,282.5772,228.7078,56.7500
2024-01-23,2.3979,2.9417,282.6596,228.6568,54.3800
2024-01-24,2.3827,2.9313,282.7685,228.6862,54.8600
2024-01-25,2.3550,2.9244,282.9048,229.0035,56.9400
2024-01-26,2.3605,2.9162,283.0104,229.0191,55.5700
2024-01-29,2.3466,2.9133,283.2006,229.1566,56.6700
2024-01-30,2.3141,2.8837,283.3981,229.4948,56.9600
2024-01-31,2.3197,2.8563,283.6155,229.6248,53.6600
2024-02-01,2.3228,2.8563,283.7421,229.5640,53.3500
2024-02-02,2.3234,2.8550,283.8691,229.5395,53.1600
2024-02-04,2.3095,2.8399,283.9754,229.7833,53.0400
2024-02-05,2.3123,2.8293,284.1099,229.7050,51.7000
2024-02-06,2.3622,2.8467,284.0945,229.4614,48.4500
2024-02-07,2.3227,2.8499,284.2214,229.5037,52.7200
2024-02-08,2.3302,2.8503,284.2964,229.6092,52.0100
2024-02-09,2.3302,2.8503,284.3400,229.6231,52.0100
2024-02-18,2.3251,2.8519,284.5769,229.7233,52.6800
2024-02-19,2.3151,2.8429,284.6512,229.7642,52.7800
2024-02-20,2.2877,2.8378,284.7998,229.9434,55.0100
2024-02-21,2.2665,2.8161,284.9189,230.0979,54.9600
2024-02-22,2.2358,2.7974,285.0860,230.2601,56.1600
2024-02-23,2.2143,2.7704,285.2906,230.5274,55.6100
2024-02-26,2.1959,2.7519,285.5313,230.5867,55.6000
2024-02-27,2.2160,2.7394,285.6733,230.6796,52.3400
2024-02-28,2.2010,2.7235,285.7717,230.7211,52.2500
2024-02-29,2.1956,2.7045,285.9396,230.8993,50.8900
2024-03-01,2.2454,2.7277,285.9252,230.5826,48.2300
2024-03-04,2.2407,2.7275,286.0707,230.6602,48.6800
2024-03-05,2.2258,2.7261,286.1456,230.7299,50.0300
2024-03-06,2.1748,2.7258,286.2113,231.2112,55.1000
2024-03-07,2.2140,2.6996,286.3134,231.1739,48.5600
2024-03-08,2.2207,2.7008,286.3879,231.0536,48.0100
2024-03-11,2.2401,2.7100,286.5171,230.9854,46.9900
2024-03-12,2.2770,2.7308,286.4697,230.6656,45.3800
2024-03-13,2.2818,2.7458,286.3796,230.4763,46.4000
2024-03-14,2.2851,2.7761,286.3723,230.4825,49.1000
2024-03-15,2.2700,2.7869,286.4163,230.5281,51.6900
2024-03-18,2.2400,2.7900,286.5697,230.8356,55.0000
2024-03-19,2.2317,2.7900,286.6675,231.0253,55.8300
2024-03-20,2.2433,2.7689,286.7756,230.9784,52.5600
2024-03-21,2.2253,2.7671,286.8719,231.0004,54.1800
2024-03-22,2.2323,2.7516,286.9864,231.0858,51.9300
2024-03-25,2.2337,2.7723,287.0954,230.9954,53.8600
2024-03-26,2.2196,2.7797,287.1579,231.0238,56.0100
2024-03-27,2.1693,2.7710,287.2496,231.2542,60.1700
2024-03-28,2.1896,2.7512,287.3509,231.3388,56.1600
2024-03-29,2.1748,2.7435,287.4686,231.3859,56.8700
2024-04-01,2.1951,2.7421,287.6278,231.3358,54.7000
2024-04-02,2.1713,2.7222,287.7589,231.5007,55.0900
2024-04-03,2.1541,2.7024,287.9349,231.6255,54.8300
2024-04-07,2.1578,2.7043,288.1149,231.6733,54.6500
2024-04-08,2.1328,2.6859,288.2223,231.7867,55.3100
2024-04-09,2.1228,2.6535,288.4126,231.9924,53.0700
2024-04-10,2.1228,2.6331,288.5832,232.0038,51.0300
2024-04-11,2.1078,2.6238,288.7229,232.1923,51.6000
2024-04-12,2.0903,2.5957,288.9002,232.4553,50.5400
2024-04-15,2.1087,2.5800,289.1320,232.4230,47.1300
2024-04-16,2.1187,2.5616,289.2185,232.3588,44.2900
2024-04-17,2.1087,2.5506,289.3684,232.4698,44.1900
2024-04-18,2.0762,2.5248,289.5234,232.6597,44.8600
2024-04-19,2.0662,2.4975,289.6807,232.8110,43.1300
2024-04-22,2.0512,2.4784,289.9141,232.9371,42.7200
2024-04-23,2.0362,2.4470,290.1218,233.1321,41.0800
2024-04-24,2.0762,2.4873,290.0843,232.9094,41.1100
2024-04-25,2.0589,2.5055,290.0613,232.9757,44.6600
2024-04-26,2.1189,2.5602,289.9774,232.6476,44.1300
2024-04-28,2.1689,2.5733,289.9797,232.3406,40.4400
2024-04-29,2.1889,2.6177,289.7256,231.9531,42.8800
2024-04-30,2.1289,2.5886,289.8811,232.4679,45.9700
2024-05-06,2.1039,2.5715,290.1207,232.7813,46.7600
2024-05-07,2.0739,2.5280,290.3810,233.0399,45.4100
2024-05-08,2.0889,2.5016,290.5655,232.9905,41.2700
2024-05-09,2.1089,2.5128,290.6039,232.8330,40.3900
2024-05-10,2.0989,2.5126,290.6520,232.8197,41.3700
2024-05-11,2.1224,2.5307,290.6673,232.6182,40.8300
2024-05-13,2.0823,2.5142,290.8265,232.9950,43.1900
2024-05-14,2.0773,2.4863,290.9703,233.1794,40.9000
2024-05-15,2.0746,2.4786,291.0844,233.1678,40.4000
2024-05-16,2.0831,2.4548,291.0979,233.1055,37.1700
2024-05-17,2.0756,2.4759,291.1190,233.1203,40.0300
2024-05-20,2.0756,2.4566,291.2716,233.2422,38.1000
2024-05-21,2.0856,2.4512,291.3147,233.1278,36.5600
2024-05-22,2.0756,2.4366,291.4465,233.2240,36.1000
2024-05-23,2.0656,2.4270,291.5688,233.3540,36.1400
2024-05-24,2.0731,2.4214,291.6170,233.3028,34.8300
2024-05-27,2.0756,2.4233,291.7412,233.3054,34.7700
2024-05-28,2.0706,2.4137,291.8333,233.4090,34.3100
2024-05-29,2.0706,2.3978,291.9663,233.5517,32.7200
2024-05-30,2.0656,2.3886,292.0769,233.5654,32.3000
2024-05-31,2.0618,2.3922,292.1442,233.5473,33.0400
2024-06-03,2.0443,2.3900,292.3049,233.7630,34.5700
2024-06-04,2.0393,2.3704,292.3781,233.7993,33.1100
2024-06-05,2.0268,2.3534,292.4758,233.9348,32.6600
2024-06-06,2.0202,2.3399,292.5911,233.9962,31.9700
2024-06-07,2.0214,2.3333,292.6894,233.9707,31.1900
2024-06-11,2.0207,2.3354,292.8304,234.0755,31.4700
2024-06-12,2.0325,2.3362,292.9015,234.0827,30.3700
2024-06-13,2.0372,2.3277,292.9650,234.0874,29.0500
2024-06-14,2.0333,2.3265,293.0716,234.0862,29.3200
2024-06-17,2.0383,2.3274,293.1930,234.1066,28.9100
2024-06-18,2.0232,2.3274,293.2714,234.1829,30.4200
2024-06-19,1.9930,2.3273,293.2912,234.3441,33.4300
2024-06-20,1.9880,2.3152,293.3485,234.4882,32.7200
2024-06-21,1.9980,2.3151,293.3731,234.3813,31.7100
2024-06-24,1.9855,2.3124,293.4453,234.4911,32.6900
2024-06-25,1.9653,2.3053,293.5242,234.6933,34.0000
2024-06-26,1.9503,2.3045,293.5714,234.8091,35.4200
2024-06-27,1.9340,2.2970,293.6503,234.9759,36.3000
2024-06-28,1.9398,2.2862,293.7617,235.0573,34.6400
2024-07-01,1.9698,2.2907,293.8298,234.9995,32.0900
2024-07-02,1.9483,2.2955,293.8602,235.0183,34.7200
2024-07-03,1.9308,2.2776,293.9169,235.2412,34.6800
2024-07-04,1.9375,2.2631,294.0168,235.2344,32.5600
2024-07-05,1.9575,2.2742,294.0622,235.0576,31.6700
2024-07-08,1.9985,2.3001,294.0594,234.7469,30.1600
2024-07-09,1.9785,2.2827,294.1332,234.9764,30.4200
2024-07-10,1.9772,2.2735,294.2334,235.0109,29.6300
2024-07-11,1.9705,2.2636,294.3633,235.0753,29.3100
2024-07-12,1.9630,2.2508,294.4691,235.1816,28.7800
2024-07-15,1.9517,2.2458,294.6309,235.2921,29.4100
2024-07-16,1.9492,2.2424,294.7127,235.3429,29.3200
2024-07-17,1.9454,2.2342,294.7714,235.3749,28.8800
2024-07-18,1.9542,2.2246,294.8265,235.3492,27.0400
2024-07-19,1.9452,2.2361,294.8805,235.3929,29.0900
2024-07-22,1.9013,2.2166,295.0383,235.7880,31.5300
2024-07-23,1.8761,2.1958,295.1701,236.0405,31.9700
2024-07-24,1.8786,2.1858,295.2606,236.0613,30.7200
2024-07-25,1.8784,2.1757,295.4044,236.1175,29.7300
2024-07-26,1.8724,2.1607,295.5154,236.1259,28.8300
2024-07-29,1.8663,2.1508,295.6775,236.1947,28.4500
2024-07-30,1.8563,2.1459,295.8403,236.2584,28.9600
2024-07-31,1.8363,2.1408,295.9519,236.4975,30.4500
2024-08-01,1.8113,2.1305,296.1023,236.6397,31.9200
2024-08-02,1.8013,2.1179,296.2118,236.7387,31.6600
2024-08-05,1.8013,2.1128,296.3812,236.8155,31.1500
2024-08-06,1.8113,2.1256,296.4108,236.6975,31.4300
2024-08-07,1.8088,2.1229,296.4900,236.8030,31.4100
2024-08-08,1.8338,2.1384,296.4334,236.6617,30.4600
2024-08-09,1.8663,2.1730,296.2565,236.3807,30.6700
2024-08-12,1.9313,2.2234,295.9083,235.9230,29.2100
2024-08-13,1.8913,2.2233,295.9257,236.1444,33.2000
2024-08-14,1.8713,2.1919,296.1401,236.4725,32.0600
2024-08-15,1.9075,2.1978,296.2108,236.2266,29.0300
2024-08-16,1.9075,2.1975,296.2669,236.1559,29.0000
2024-08-19,1.9075,2.1950,296.3253,236.1812,28.7500
2024-08-20,1.9100,2.1988,296.2958,236.2073,28.8800
2024-08-21,1.9075,2.2261,296.1778,236.1022,31.8600
2024-08-22,1.9025,2.2404,296.1549,236.2532,33.7900
2024-08-23,1.8775,2.2613,296.0099,236.3030,38.3800
2024-08-26,1.8725,2.2839,295.8477,236.4764,41.1400
2024-08-27,1.9075,2.3216,295.5276,236.2525,41.4100
2024-08-28,1.8800,2.3321,295.5291,236.2895,45.2100
2024-08-29,1.8825,2.3210,295.5979,236.3494,43.8500
2024-08-30,1.8725,2.3005,295.6693,236.3369,42.8000
2024-09-02,1.8325,2.3052,295.8639,236.7342,47.2700
2024-09-03,1.8125,2.2903,295.9728,236.8765,47.7800
2024-09-04,1.8125,2.2816,296.0391,237.0156,46.9100
2024-09-05,1.8175,2.2656,296.1104,237.0603,44.8100
2024-09-06,1.8100,2.2658,296.1570,237.0328,45.5800
2024-09-09,1.8075,2.2693,296.2531,237.1546,46.1800
2024-09-10,1.8050,2.2664,296.2357,237.2084,46.1400
2024-09-11,1.7808,2.2647,296.2070,237.4057,48.3900
2024-09-12,1.7810,2.2605,296.1759,237.4635,47.9500
2024-09-13,1.7786,2.2560,296.1617,237.5070,47.7400
2024-09-14,1.7686,2.2519,296.2359,237.6330,48.3300
2024-09-18,1.7769,2.2574,296.3174,237.6480,48.0500
2024-09-19,1.7869,2.2628,296.2971,237.6082,47.5900
2024-09-20,1.7819,2.2679,296.2489,237.5943,48.6000
2024-09-23,1.7819,2.2726,296.2603,237.7115,49.0700
2024-09-24,1.7926,2.2713,296.2291,237.7311,47.8700
2024-09-25,1.7405,2.2601,296.2500,238.0438,51.9600
2024-09-26,1.7505,2.2702,296.2401,238.1786,51.9700
2024-09-27,1.8039,2.3615,295.9309,237.3321,55.7600
2024-09-29,1.9239,2.5101,295.2432,236.4223,58.6200
2024-09-30,1.8769,2.5438,294.9366,237.1357,66.6900
2024-10-08,1.9419,2.6380,294.4963,236.7749,69.6100
2024-10-09,1.9269,2.7396,293.5550,236.7419,81.2700
2024-10-10,1.8749,2.7470,293.6819,237.2717,87.2100
2024-10-11,1.8503,2.6847,294.0684,237.6200,83.4400
2024-10-12,1.8503,2.6566,294.5545,237.5947,80.6300
2024-10-14,1.8254,2.5866,295.0888,237.7501,76.1200
2024-10-15,1.8129,2.5428,295.5015,237.7640,72.9900
2024-10-16,1.8329,2.5132,295.6540,237.7698,68.0300
2024-10-17,1.8129,2.4929,295.8328,237.8114,68.0000
2024-10-18,1.8265,2.4823,295.9757,237.8423,65.5800
2024-10-21,1.8365,2.4790,296.0502,237.7144,64.2500
2024-10-22,1.8781,2.4867,295.9563,237.5304,60.8600
2024-10-23,1.8881,2.5274,295.6730,237.3123,63.9300
2024-10-24,1.8981,2.5321,295.6319,237.3959,63.4000
2024-10-25,1.8804,2.5552,295.5110,237.4067,67.4800
2024-10-28,1.8754,2.5768,295.4152,237.5338,70.1400
2024-10-29,1.8654,2.5816,295.2965,237.5571,71.6200
2024-10-30,1.8704,2.5914,295.1981,237.5579,72.1000
2024-10-31,1.8643,2.5982,295.1813,237.6089,73.3900
2024-11-01,1.8418,2.5820,295.3053,237.8102,74.0200
2024-11-04,1.8405,2.5574,295.4339,237.9170,71.6900
2024-11-05,1.8374,2.5555,295.4017,237.9103,71.8100
2024-11-06,1.8407,2.5452,295.4413,237.9267,70.4500
2024-11-07,1.8207,2.5278,295.4882,238.0551,70.7100
2024-11-08,1.8293,2.5109,295.5250,238.0626,68.1600
2024-11-11,1.8287,2.4969,295.6585,238.1236,66.8200
2024-11-12,1.8043,2.4738,295.7781,238.2487,66.9500
2024-11-13,1.8047,2.4679,295.9093,238.2574,66.3200
2024-11-14,1.7980,2.4598,296.0233,238.2620,66.1800
2024-11-15,1.7989,2.4535,296.1426,238.3112,65.4600
2024-11-18,1.8164,2.4493,296.2481,238.2621,63.2900
2024-11-19,1.8151,2.4509,296.3389,238.2680,63.5800
2024-11-20,1.8126,2.4410,296.4615,238.3070,62.8400
2024-11-21,1.7977,2.4377,296.5532,238.3988,64.0000
2024-11-22,1.8030,2.4203,296.7191,238.4275,61.7300
2024-11-25,1.7982,2.3960,296.8998,238.5322,59.7800
2024-11-26,1.7948,2.3772,297.0604,238.5775,58.2400
2024-11-27,1.7899,2.3631,297.2116,238.5971,57.3200
2024-11-28,1.7791,2.3514,297.3241,238.6930,57.2300
2024-11-29,1.7341,2.3238,297.5019,238.9307,58.9700
2024-12-02,1.6819,2.2700,297.8757,239.5547,58.8100
2024-12-03,1.6919,2.2485,298.0375,239.5270,55.6600
2024-12-04,1.6744,2.2293,298.2590,239.6589,55.4900
2024-12-05,1.6719,2.2037,298.4052,239.6708,53.1800
2024-12-06,1.6819,2.1994,298.5425,239.6628,51.7500
2024-12-09,1.6619,2.1971,298.6911,239.8127,53.5200
2024-12-10,1.5994,2.1567,298.9718,240.3841,55.7300
2024-12-11,1.5869,2.1419,299.0113,240.4260,55.5000
2024-12-12,1.5469,2.1397,299.0901,240.7338,59.2800
2024-12-13,1.5069,2.1060,299.2872,241.2622,59.9100
2024-12-16,1.4819,2.0826,299.4959,241.5407,60.0700
2024-12-17,1.5019,2.0833,299.4656,241.4038,58.1400
2024-12-18,1.5019,2.0977,299.4332,241.4291,59.5800
2024-12-19,1.4669,2.1091,299.3855,241.5502,64.2200
2024-12-20,1.4219,2.1053,299.4864,241.9816,68.3400
2024-12-23,1.3969,2.0956,299.6193,242.2228,69.8700
2024-12-24,1.3836,2.1058,299.5366,242.1484,72.2200
2024-12-25,1.4262,2.1207,299.5068,241.9005,69.4500
2024-12-26,1.4063,2.1204,299.4924,241.8841,71.4100
2024-12-27,1.3863,2.0955,299.6268,242.1593,70.9200
2024-12-30,1.4113,2.0957,299.7009,242.1236,68.4400
2024-12-31,1.4275,2.0641,299.8136,242.1428,63.6600
2025-01-02,1.4075,2.0359,300.0919,242.2929,62.8400
2025-01-03,1.3900,2.0297,300.3010,242.5081,63.9700
2025-01-06,1.4150,2.0122,300.4824,242.4874,59.7200
2025-01-07,1.4550,2.0412,300.5434,242.2706,58.6200
2025-01-08,1.4725,2.0329,300.6109,242.1318,56.0400
2025-01-09,1.5080,2.0534,300.6028,241.8900,54.5400
2025-01-10,1.5055,2.0593,300.4866,241.6864,55.3800
2025-01-13,1.5450,2.0606,300.4504,241.5038,51.5600
2025-01-14,1.4800,2.0610,300.3817,241.7608,58.1000
2025-01-15,1.4850,2.0507,300.3915,241.9086,56.5700
2025-01-16,1.5100,2.0766,300.2664,241.7089,56.6600
2025-01-17,1.5150,2.0936,300.2095,241.7358,57.8600
2025-01-20,1.5175,2.1066,300.1426,241.7090,58.9100
2025-01-21,1.4975,2.1102,300.1418,241.8084,61.2700
2025-01-22,1.5000,2.0918,300.1767,241.8962,59.1800
2025-01-23,1.5400,2.1073,300.1419,241.6932,56.7300
2025-01-24,1.5425,2.1062,300.0424,241.5349,56.3700
2025-01-26,1.5427,2.1062,300.0939,241.6511,56.3500
2025-01-27,1.4877,2.0968,300.3237,241.9118,60.9100
2025-02-05,1.4827,2.0904,300.5490,242.1462,60.7700
2025-02-06,1.4627,2.0856,300.7057,242.3286,62.2900
2025-02-07,1.4727,2.0654,300.8057,242.3961,59.2700
2025-02-08,1.4747,2.0693,300.8554,242.3175,59.4600
2025-02-10,1.5174,2.0925,300.8431,242.1199,57.5100
2025-02-11,1.5251,2.1155,300.8378,242.0066,59.0400
2025-02-12,1.5351,2.1130,300.8867,242.0210,57.7900
2025-02-13,1.5551,2.1140,300.9479,241.9040,55.8900
2025-02-14,1.5903,2.1321,300.8783,241.6318,54.1800
2025-02-17,1.6153,2.1555,300.8607,241.4746,54.0200
2025-02-18,1.6303,2.1622,300.7054,241.2093,53.1900
2025-02-19,1.6153,2.1607,300.6939,241.3742,54.5400
2025-02-20,1.6518,2.1838,300.6146,241.2107,53.2000
2025-02-21,1.6868,2.2238,300.4234,240.7998,53.7000
2025-02-24,1.7343,2.2646,300.1958,240.4039,53.0300
2025-02-25,1.7130,2.3003,300.0360,240.3285,58.7300
2025-02-26,1.7055,2.3003,300.0740,240.4393,59.4800
2025-02-27,1.7405,2.3176,299.9277,240.1713,57.7100
2025-02-28,1.7249,2.3252,299.8383,240.1922,60.0300
2025-03-03,1.6767,2.3201,299.9375,240.6424,64.3400
2025-03-04,1.6792,2.3144,300.0242,240.8081,63.5200
2025-03-05,1.6792,2.3150,300.0660,240.7849,63.5800
2025-03-06,1.7142,2.3200,300.0535,240.5458,60.5800
2025-03-07,1.7598,2.3700,299.7302,240.0896,61.0200
2025-03-10,1.7648,2.3950,299.6605,240.0117,63.0200
2025-03-11,1.8148,2.4438,299.4623,239.5765,62.9000
2025-03-12,1.7523,2.4411,299.5087,239.8706,68.8800
2025-03-13,1.7422,2.4168,299.7055,240.0831,67.4600
2025-03-14,1.7130,2.3978,299.8136,240.1740,68.4800
2025-03-17,1.7568,2.4156,299.8224,239.9720,65.8800
2025-03-18,1.7468,2.3963,299.8987,240.0104,64.9500
2025-03-19,1.7368,2.3817,300.0279,240.0846,64.4900
2025-03-20,1.7396,2.3413,300.2399,240.3302,60.1700
2025-03-21,1.7400,2.3112,300.4149,240.3000,57.1200
2025-03-24,1.7399,2.2798,300.6331,240.2854,53.9900
2025-03-25,1.7397,2.2653,300.7885,240.4271,52.5600
2025-03-26,1.7297,2.2556,300.9480,240.4032,52.5900
2025-03-27,1.7442,2.2407,301.0856,240.4959,49.6500
2025-03-28,1.7393,2.2281,301.1792,240.5233,48.8800
2025-03-31,1.7443,2.2305,301.2721,240.5532,48.6200
2025-04-01,1.7568,2.2231,301.3069,240.5612,46.6300
2025-04-02,1.7343,2.2087,301.4071,240.6858,47.4400
2025-04-03,1.6688,2.1576,301.7791,241.3260,48.8800
2025-04-07,1.6056,2.0863,302.2679,241.9471,48.0700
2025-04-08,1.6785,2.1036,302.2426,241.5774,42.5100
2025-04-09,1.6610,2.1058,302.2193,241.5525,44.4800
2025-04-10,1.6479,2.1125,302.2092,241.6032,46.4600
2025-04-11,1.6171,2.1013,302.2372,241.8956,48.4200
2025-04-14,1.6171,2.1171,302.3145,241.8082,50.0000
2025-04-15,1.6321,2.1127,302.3257,241.7761,48.0600
2025-04-16,1.6246,2.1097,302.3128,241.8064,48.5100
2025-04-17,1.6439,2.1243,302.3195,241.7987,48.0400
2025-04-18,1.6489,2.1370,302.3542,241.7208,48.8100
2025-04-21,1.6539,2.1552,302.3915,241.6477,50.1300
2025-04-22,1.6481,2.1554,302.4226,241.6937,50.7300
2025-04-23,1.6593,2.1743,302.3399,241.5869,51.5000
2025-04-24,1.6643,2.1816,302.3238,241.6015,51.7300
2025-04-25,1.6643,2.1923,302.3267,241.5997,52.8000
2025-04-27,1.6635,2.2025,302.4001,241.5950,53.9000
2025-04-28,1.6618,2.2007,302.3901,241.6476,53.8900
2025-04-29,1.6412,2.2098,302.4505,241.7929,56.8600
2025-04-30,1.6335,2.1961,302.4956,241.9382,56.2600
2025-05-06,1.6412,2.1971,302.6557,242.0312,55.5900
2025-05-07,1.6336,2.1863,302.6775,242.1172,55.2700
2025-05-08,1.5936,2.1662,302.8437,242.3607,57.2600
2025-05-09,1.5841,2.1471,303.0107,242.4941,56.3000
2025-05-12,1.6032,2.1473,303.0880,242.4065,54.4100
2025-05-13,1.5809,2.1379,303.1649,242.4103,55.7000
2025-05-14,1.5922,2.1231,303.2470,242.3166,53.0900
2025-05-15,1.6084,2.1126,303.3452,242.1880,50.4200
2025-05-16,1.6144,2.1240,303.3482,241.9725,50.9600
2025-05-19,1.6108,2.1307,303.4494,242.0971,51.9900
2025-05-20,1.6073,2.1355,303.5801,242.1918,52.8200
2025-05-21,1.6149,2.1306,303.6583,242.1494,51.5700
2025-05-22,1.6171,2.1239,303.7872,242.2024,50.6800
2025-05-23,1.6154,2.1204,303.8838,242.1832,50.5000
2025-05-26,1.6104,2.1023,304.0442,242.2831,49.1900
2025-05-27,1.6204,2.0986,304.1095,242.2229,47.8200
2025-05-28,1.6304,2.1085,304.1156,242.1244,47.8100
2025-05-29,1.6404,2.1234,304.0289,241.9424,48.3000
2025-05-30,1.6304,2.1053,304.1109,242.1213,47.4900
2025-06-03,1.6392,2.1072,304.2088,242.1285,46.8000
2025-06-04,1.6292,2.1022,304.2239,242.1413,47.3000
2025-06-05,1.6217,2.1024,304.2797,242.2553,48.0700
2025-06-06,1.6042,2.0922,304.3455,242.4282,48.8000
2025-06-09,1.6017,2.0871,304.4685,242.5428,48.5400
2025-06-10,1.6017,2.0874,304.5590,242.5072,48.5700
2025-06-11,1.5942,2.0807,304.6204,242.5302,48.6500
2025-06-12,1.6042,2.0818,304.6470,242.5135,47.7600
2025-06-13,1.6020,2.0812,304.6945,242.4893,47.9200
2025-06-16,1.6045,2.0792,304.7995,242.5441,47.4700
2025-06-17,1.5857,2.0788,304.8698,242.6420,49.3100
2025-06-18,1.5832,2.0706,304.9585,242.7244,48.7400
2025-06-19,1.5782,2.0703,305.0278,242.7633,49.2100
2025-06-20,1.5782,2.0603,305.0843,242.7765,48.2100
2025-06-23,1.5782,2.0500,305.1725,242.8436,47.1800
2025-06-24,1.5907,2.0546,305.1358,242.7833,46.3900
2025-06-25,1.5907,2.0491,305.1486,242.7870,45.8400
2025-06-26,1.5807,2.0471,305.1229,242.7985,46.6400
2025-06-27,1.5757,2.0378,305.1505,242.8667,46.2100
2025-06-30,1.5807,2.0439,305.2056,242.8540,46.3200
2025-07-01,1.5657,2.0413,305.3039,242.8757,47.5600
2025-07-02,1.5557,2.0169,305.3753,242.9949,46.1200
2025-07-03,1.5572,2.0108,305.5420,243.0751,45.3600
2025-07-04,1.5557,1.9994,305.6816,243.0929,44.3700
2025-07-07,1.5582,1.9857,305.7879,243.1055,42.7500
2025-07-08,1.5682,1.9848,305.7732,242.9990,41.6600
2025-07-09,1.5732,1.9913,305.8172,242.9391,41.8100
2025-07-10,1.5922,2.0010,305.7814,242.8439,40.8800
2025-07-11,1.5972,2.0128,305.6960,242.7305,41.5600
2025-07-14,1.6072,2.0231,305.7102,242.6835,41.5900
2025-07-15,1.6000,2.0186,305.7581,242.8597,41.8600
2025-07-16,1.6000,2.0156,305.8591,242.9036,41.5600
2025-07-17,1.6025,1.9945,305.9032,242.9042,39.2000
2025-07-18,1.6000,1.9912,305.9582,242.8787,39.1200
2025-07-21,1.6125,2.0098,305.9471,242.8278,39.7300
2025-07-22,1.6225,2.0131,305.9198,242.7496,39.0600
2025-07-23,1.6400,2.0447,305.7590,242.4839,40.4700
2025-07-24,1.6800,2.0847,305.5703,242.2311,40.4700
2025-07-25,1.6750,2.1052,305.4421,242.1467,43.0200
2025-07-28,1.6600,2.0917,305.5577,242.3798,43.1700
2025-07-29,1.6750,2.1189,305.4640,242.2385,44.3900
2025-07-30,1.6625,2.1210,305.4722,242.2386,45.8500
2025-07-31,1.6400,2.0899,305.5990,242.4984,44.9900
2025-08-01,1.6400,2.0854,305.6886,242.4957,44.5400
2025-08-04,1.6450,2.0710,305.7748,242.5585,42.6000
2025-08-05,1.6500,2.0534,305.8848,242.4663,40.3400
2025-08-06,1.6425,2.0356,305.9877,242.5251,39.3100
2025-08-07,1.6400,2.0317,306.0302,242.6066,39.1700
2025-08-08,1.6300,2.0381,306.0581,242.6881,40.8100
2025-08-11,1.6450,2.0504,306.0818,242.6464,40.5400
2025-08-12,1.6600,2.0462,305.9868,242.4830,38.6200
2025-08-13,1.6525,2.0459,305.9743,242.4529,39.3400
2025-08-14,1.6600,2.0578,305.9355,242.4735,39.7800
2025-08-15,1.6700,2.0568,305.8950,242.3687,38.6800
2025-08-18,1.7200,2.1163,305.6417,241.9283,39.6300
2025-08-19,1.7050,2.1227,305.4968,241.8943,41.7700
2025-08-20,1.7125,2.1227,305.4783,241.9434,41.0200
2025-08-21,1.7006,2.1213,305.4741,241.9145,42.0700
2025-08-22,1.6955,2.1251,305.4730,241.9552,42.9600
2025-08-25,1.6830,2.1172,305.5741,242.0229,43.4200
2025-08-26,1.6769,2.1234,305.5943,242.1571,44.6500
2025-08-27,1.6769,2.1087,305.6241,242.1031,43.1800
2025-08-28,1.7019,2.0937,305.6329,242.0790,39.1800
2025-08-29,1.6916,2.0941,305.6435,242.0659,40.2500
2025-09-01,1.6846,2.0944,305.7271,242.1698,40.9800
2025-09-02,1.6744,2.0841,305.7211,242.2880,40.9700
2025-09-03,1.6619,2.0839,305.8043,242.4631,42.2000
2025-09-04,1.6644,2.0712,305.9070,242.5808,40.6800
