日期,国开债_3Y,中短期票据AA_3Y,企业债AA财富_3-5年,国开债总财富_3-5年,利差_AA中票减国开_bp
2025-09-05,1.6794,2.0777,305.9367,242.3982,39.8300
2025-09-08,1.7019,2.0996,305.9232,242.2215,39.7700
2025-09-09,1.7207,2.1013,305.9070,242.1086,38.0600
2025-09-10,1.7504,2.1071,305.8679,241.9098,35.6700
2025-09-11,1.7461,2.1176,305.8284,241.8393,37.1500
2025-09-12,1.7411,2.1201,305.8215,241.9236,37.9000
2025-09-15,1.7656,2.1119,305.9236,242.0908,34.6300
2025-09-16,1.7800,2.1102,305.9504,242.1577,33.0200
2025-09-17,1.7600,2.1030,305.9804,242.3789,34.3000
2025-09-18,1.7701,2.1057,305.9861,242.3836,33.5600
2025-09-19,1.7807,2.1223,305.9723,242.3185,34.1600
2025-09-22,1.7708,2.1371,306.0097,242.3662,36.6300
2025-09-23,1.7838,2.1417,305.9223,242.2755,35.7900
2025-09-24,1.7923,2.1819,305.8060,242.1236,38.9600
2025-09-25,1.8020,2.1916,305.6156,241.9539,38.9600
2025-09-26,1.8009,2.1903,305.6239,242.0776,38.9400
2025-09-28,1.7954,2.1922,305.6472,242.1657,39.6800
2025-09-29,1.7996,2.1973,305.6518,242.1663,39.7700
2025-09-30,1.7796,2.1969,305.6423,242.2428,41.7300
2025-10-09,1.7802,2.1943,305.8890,242.4358,41.4100
2025-10-10,1.7827,2.1910,305.9011,242.4438,40.8300
2025-10-11,1.7613,2.1781,306.0372,242.6301,41.6800
2025-10-13,1.7813,2.1784,306.1057,242.5488,39.7100
2025-10-14,1.7826,2.1879,306.1421,242.4440,40.5300
2025-10-15,1.7888,2.1875,306.1801,242.4748,39.8700
2025-10-16,1.7955,2.1883,306.2504,242.4704,39.2800
2025-10-17,1.7852,2.1755,306.3709,242.5735,39.0300
2025-10-20,1.7940,2.1866,306.4759,242.5447,39.2600
2025-10-21,1.7925,2.1784,306.5856,242.5488,38.5900
2025-10-22,1.7822,2.1596,306.6936,242.6018,37.7400
2025-10-23,1.7816,2.1518,306.7975,242.6102,37.0200
2025-10-24,1.7813,2.1456,306.8862,242.5952,36.4300
2025-10-27,1.7738,2.1500,306.9943,242.6748,37.6200
2025-10-28,1.7450,2.1253,307.1901,242.9921,38.0300
2025-10-29,1.7275,2.1123,307.3398,243.0543,38.4800
2025-10-30,1.7231,2.1042,307.4525,243.1939,38.1100
2025-10-31,1.7206,2.0877,307.5962,243.3669,36.7100
2025-11-03,1.7256,2.0811,307.7442,243.4270,35.5500
2025-11-04,1.7287,2.0749,307.8325,243.3729,34.6200
2025-11-05,1.7248,2.0735,307.8856,243.4109,34.8700
2025-11-06,1.7363,2.0761,307.9072,243.3060,33.9800
2025-11-07,1.7516,2.0624,307.9158,243.1978,31.0800
2025-11-10,1.7456,2.0675,307.9846,243.2068,32.1900
2025-11-11,1.7399,2.0706,308.0372,243.3158,33.0700
2025-11-12,1.7310,2.0580,308.0706,243.3892,32.7000
2025-11-13,1.7303,2.0493,308.0991,243.4455,31.9000
2025-11-14,1.7240,2.0521,308.1152,243.4885,32.8100
2025-11-17,1.7159,2.0502,308.1816,243.5928,33.4300
2025-11-18,1.7158,2.0410,308.2498,243.5887,32.5200
2025-11-19,1.7185,2.0422,308.2862,243.5806,32.3700
2025-11-20,1.7165,2.0363,308.2830,243.6162,31.9800
2025-11-21,1.7159,2.0488,308.2534,243.6292,33.2900
2025-11-24,1.7107,2.0503,308.2619,243.6589,33.9600
2025-11-25,1.7136,2.0649,308.2395,243.6273,35.1300
2025-11-26,1.7244,2.0730,308.1616,243.4836,34.8600
2025-11-27,1.7266,2.0919,308.0688,243.4324,36.5300
2025-11-28,1.7189,2.1002,308.0947,243.4611,38.1300
2025-12-01,1.7097,2.1008,308.1430,243.5608,39.1100
2025-12-02,1.7099,2.1011,308.1510,243.5428,39.1200
2025-12-03,1.7206,2.1016,308.1204,243.4896,38.1000
2025-12-04,1.7641,2.1190,307.9681,243.2812,35.4900
2025-12-05,1.7642,2.1189,307.9461,243.2620,35.4700
2025-12-08,1.7644,2.1341,307.9387,243.3333,36.9700
2025-12-09,1.7433,2.1295,307.9807,243.4317,38.6200
2025-12-10,1.7350,2.1212,307.9964,243.4975,38.6200
2025-12-11,1.7282,2.1112,308.0639,243.6437,38.3000
2025-12-12,1.7348,2.1085,308.1023,243.6660,37.3700
2025-12-15,1.7373,2.1158,308.1237,243.5558,37.8500
2025-12-16,1.7320,2.1161,308.1380,243.5398,38.4100
2025-12-17,1.7152,2.0960,308.1742,243.6653,38.0800
2025-12-18,1.7002,2.1118,308.2001,243.7704,41.1600
2025-12-19,1.6802,2.1016,308.2660,243.8703,42.1400
2025-12-22,1.6827,2.0949,308.3446,243.9185,41.2200
2025-12-23,1.6702,2.0980,308.3914,243.9674,42.7800
2025-12-24,1.6710,2.0941,308.4229,244.0155,42.3100
2025-12-25,1.6760,2.0907,308.4883,244.0302,41.4700
2025-12-26,1.6744,2.0995,308.5080,244.0227,42.5100
2025-12-29,1.6894,2.1205,308.5507,243.9822,43.1100
2025-12-30,1.6975,2.1429,308.5665,243.8749,44.5400
2025-12-31,1.6969,2.1510,308.5880,243.8358,45.4100
2026-01-04,1.6911,2.1532,308.7239,243.9854,46.2100
2026-01-05,1.7011,2.1479,308.7069,243.9114,44.6800
2026-01-06,1.7211,2.1631,308.6933,243.6974,44.2000
2026-01-07,1.7361,2.1666,308.7046,243.6038,43.0500
2026-01-08,1.7261,2.1562,308.7379,243.7001,43.0100
2026-01-09,1.7261,2.1535,308.7513,243.7562,42.7400
2026-01-12,1.7236,2.1533,308.8295,243.8622,42.9700
2026-01-13,1.7236,2.1494,308.8752,243.8941,42.5800
2026-01-14,1.7210,2.1394,308.9100,243.9380,41.8400
2026-01-15,1.7180,2.1395,308.9489,244.0403,42.1500
2026-01-16,1.7085,2.1202,309.0407,244.0958,41.1700
2026-01-19,1.7110,2.1178,309.1539,244.2011,40.6800
2026-01-20,1.7060,2.1102,309.2220,244.2526,40.4200
2026-01-21,1.7085,2.0906,309.3346,244.2957,38.2100
2026-01-22,1.7135,2.0723,309.3973,244.2890,35.8800
2026-01-23,1.7010,2.0759,309.4892,244.3338,37.4900
2026-01-26,1.7010,2.0609,309.6245,244.4103,35.9900
2026-01-27,1.7035,2.0497,309.6842,244.3798,34.6200
2026-01-28,1.6972,2.0304,309.7317,244.4031,33.3200
2026-01-29,1.6922,2.0382,309.7558,244.4808,34.6000
2026-01-30,1.6922,2.0354,309.8039,244.4633,34.3200
2026-02-02,1.6931,2.0264,309.8771,244.5402,33.3300
2026-02-03,1.6916,2.0246,309.9112,244.5368,33.3000
2026-02-04,1.6916,2.0189,309.9493,244.5755,32.7300
2026-02-05,1.6802,2.0153,309.9856,244.6494,33.5100
2026-02-06,1.6702,2.0155,310.0521,244.7802,34.5300
2026-02-09,1.6602,2.0165,310.1659,244.9034,35.6300
2026-02-10,1.6652,2.0118,310.2415,244.9072,34.6600
2026-02-11,1.6677,2.0125,310.2706,244.9242,34.4800
2026-02-12,1.6604,2.0047,310.3273,244.9540,34.4300
2026-02-13,1.6604,2.0042,310.4004,244.9889,34.3800
2026-02-14,1.6585,2.0042,310.4269,244.9177,34.5700
2026-02-24,1.6576,1.9914,310.6693,245.1114,33.3800
2026-02-25,1.6701,1.9997,310.7073,245.0606,32.9600
2026-02-26,1.6801,2.0030,310.6891,244.9442,32.2900
2026-02-27,1.6725,1.9963,310.7149,244.9461,32.3800
2026-02-28,1.6695,2.0169,310.7439,245.0302,34.7400
2026-03-02,1.6543,2.0109,310.8291,245.1248,35.6600
2026-03-03,1.6443,2.0034,310.8755,245.2217,35.9100
2026-03-04,1.6268,2.0009,310.9217,245.3298,37.4100
2026-03-05,1.6293,1.9922,310.9615,245.3956,36.2900
2026-03-06,1.6293,1.9904,311.0366,245.3751,36.1100
2026-03-09,1.6493,1.9958,311.0333,245.2619,34.6500
2026-03-10,1.6418,1.9870,311.0592,245.2329,34.5200
2026-03-11,1.6443,1.9849,311.0833,245.2449,34.0600
2026-03-12,1.6268,1.9928,311.0900,245.3218,36.6000
2026-03-13,1.6143,1.9802,311.1557,245.4680,36.5900
2026-03-16,1.6193,1.9809,311.1830,245.4742,36.1600
2026-03-17,1.6118,1.9714,311.2476,245.5466,35.9600
2026-03-18,1.5951,1.9673,311.3308,245.6708,37.2200
2026-03-19,1.5939,1.9409,311.4428,245.7783,34.7000
2026-03-20,1.5922,1.9412,311.4850,245.7951,34.9000
2026-03-23,1.6009,1.9419,311.5382,245.7985,34.1000
2026-03-24,1.6078,1.9425,311.6189,245.7849,33.4700
2026-03-25,1.6052,1.9450,311.6655,245.7738,33.9800
2026-03-26,1.5970,1.9329,311.7369,245.8000,33.5900
2026-03-27,1.5861,1.9414,311.8056,245.8422,35.5300
2026-03-30,1.5646,1.9370,311.8880,246.0364,37.2400
2026-03-31,1.5703,1.9371,311.9600,246.0740,36.6800
2026-04-01,1.5803,1.9309,312.0095,245.9883,35.0600
2026-04-02,1.5715,1.9276,312.0755,245.9859,35.6100
2026-04-03,1.5595,1.9141,312.1643,246.1195,35.4600
2026-04-07,1.5645,1.9037,312.2897,246.2167,33.9200
2026-04-08,1.5770,1.9086,312.3966,246.1346,33.1600
2026-04-09,1.5887,1.8992,312.4176,246.0823,31.0500
2026-04-10,1.5895,1.8884,312.4857,246.0604,29.8900
2026-04-13,1.5908,1.8814,312.5359,246.1130,29.0600
2026-04-14,1.5903,1.8653,312.5655,246.1265,27.5000
2026-04-15,1.5733,1.8652,312.5966,246.2115,29.1900
2026-04-16,1.5633,1.8687,312.6308,246.3418,30.5400
2026-04-17,1.5482,1.8696,312.6397,246.4558,32.1400
2026-04-20,1.5537,1.8696,312.7282,246.5639,31.5900
2026-04-21,1.5484,1.8664,312.7915,246.5929,31.8000
2026-04-22,1.5433,1.8610,312.8414,246.6954,31.7700
2026-04-23,1.5446,1.8640,312.8541,246.7090,31.9400
2026-04-24,1.5458,1.8611,312.8739,246.6951,31.5300
2026-04-27,1.5581,1.8598,312.9153,246.5983,30.1700
2026-04-28,1.5506,1.8602,312.9735,246.6762,30.9600
2026-04-29,1.5381,1.8664,313.0210,246.8074,32.8300
2026-04-30,1.5406,1.8697,313.0334,246.7817,32.9100
2026-05-06,1.5481,1.8715,313.0757,246.7474,32.3400
2026-05-07,1.5386,1.8709,313.0572,246.8318,33.2300
2026-05-08,1.5354,1.8663,313.0709,246.9248,33.0900
2026-05-09,1.5304,1.8741,313.0307,246.9475,34.3700
2026-05-11,1.5221,1.8746,313.0777,246.9990,35.2500
2026-05-12,1.5137,1.8638,313.1705,247.1261,35.0100
2026-05-13,1.5079,1.8629,313.2152,247.2268,35.5000
2026-05-14,1.5069,1.8613,313.2610,247.2654,35.4400
2026-05-15,1.5069,1.8660,313.3399,247.2805,35.9100
2026-05-18,1.5032,1.8600,313.4539,247.3218,35.6800
2026-05-19,1.5079,1.8557,313.4965,247.4199,34.7800
2026-05-20,1.5072,1.8485,313.5672,247.4671,34.1300
2026-05-21,1.5110,1.8407,313.6309,247.4411,32.9700
2026-05-22,1.5060,1.8374,313.6700,247.3782,33.1400
2026-05-25,1.4983,1.8310,313.7631,247.4643,33.2700
2026-05-26,1.4758,1.8257,313.8476,247.5988,34.9900
2026-05-27,1.4608,1.8191,313.8972,247.8161,35.8300
2026-05-28,1.4528,1.8060,313.9639,247.9425,35.3200
2026-05-29,1.4528,1.8015,314.0540,247.9461,34.8700
2026-06-01,1.4460,1.7835,314.1497,248.0279,33.7500
2026-06-02,1.4510,1.7658,314.2428,248.0173,31.4800
2026-06-03,1.4527,1.7534,314.3104,247.9726,30.0700
2026-06-04,1.4452,1.7526,314.3842,248.0014,30.7400
2026-06-05,1.4502,1.7415,314.4422,247.9825,29.1300
2026-06-08,1.4502,1.7533,314.4547,247.9246,30.3100
2026-06-09,1.4602,1.7662,314.3871,247.8432,30.6000
2026-06-10,1.4667,1.7776,314.3526,247.7718,31.0900
2026-06-11,1.4817,1.8017,314.2154,247.6366,32.0000
2026-06-12,1.4817,1.8155,314.1786,247.5992,33.3800
2026-06-15,1.4867,1.8148,314.2305,247.6191,32.8100
2026-06-16,1.4749,1.8211,314.2589,247.7206,34.6200
2026-06-17,1.4697,1.8092,314.3198,247.8822,33.9500
2026-06-18,1.4597,1.7955,314.3734,247.9862,33.5800
2026-06-22,1.4656,1.7938,314.4566,248.0366,32.8200
2026-06-23,1.4676,1.7991,314.4339,247.9809,33.1500
2026-06-24,1.4613,1.7862,314.4750,248.0183,32.4900
2026-06-25,1.4567,1.7801,314.5333,248.1408,32.3400
2026-06-26,1.4546,1.7753,314.5737,248.1912,32.0700
2026-06-29,1.4438,1.7711,314.6450,248.3580,32.7300
2026-06-30,1.4613,1.7703,314.6524,248.3923,30.9000
2026-07-01,1.4770,1.7842,314.5640,248.2200,30.7200
2026-07-02,1.4731,1.7978,314.5809,248.1968,32.4700
2026-07-03,1.4701,1.7951,314.6082,248.2203,32.5000
2026-07-06,1.4654,1.7888,314.6725,248.3409,32.3400
2026-07-07,1.4671,1.7893,314.7177,248.3543,32.2200
2026-07-08,1.4696,1.7833,314.7423,248.3495,31.3700
2026-07-09,1.4721,1.7854,314.7617,248.3476,31.3300
2026-07-10,1.4752,1.7851,314.8116,248.3074,30.9900
2026-07-13,1.4803,1.7891,314.8614,248.3122,30.8800
2026-07-14,1.4803,1.7830,314.8899,248.2976,30.2700
2026-07-15,1.4857,1.7788,314.9056,248.3433,29.3100
2026-07-16,1.4882,1.7816,314.9317,248.3294,29.3400
2026-07-17,1.4882,1.7893,314.9996,248.3164,30.1100
2026-07-20,1.4911,1.7843,315.0453,248.3508,29.3200
2026-07-21,1.4950,1.7820,315.0669,248.3526,28.7000
2026-07-22,1.4925,1.7847,315.0980,248.3956,29.2200
2026-07-23,1.5075,1.7953,315.1326,248.3907,28.7800
2026-07-24,1.5063,1.7962,315.1516,248.3430,28.9900
2026-07-27,1.5088,1.8026,315.2116,248.3708,29.3800
2026-07-28,1.5100,1.8038,315.1993,248.3454,29.3800
2026-07-29,1.5100,1.8010,315.2182,248.3587,29.1000
2026-07-30,1.5100,1.8012,315.2290,248.4149,29.1200
2026-07-31,1.5025,1.8002,315.2717,248.4751,29.7700
